SITEID_12,UID,LAT_DD,LON_DD,LakeArea,LakeDepth,LakePerim,LakeEleva,HUC2,HUC8,SITEID_07,ECO3,ECO3_2015,ECO4,ECO4_2015,EPA_REG,Cond,DOC,NTL,pH,PTL,Silica,Temp,Sol
NLA12_IN-146,7268,39.18592631,-86.34303669,47.0709968,7.9,5.276493514,180.28,5,5120208,,71,71,71c,71c,Region_5,144.2,3.81,0.285,7.96,24,9.531,20.97564103,6.103856209
NLA12_IN-147,7633,40.15369416,-85.64595131,1.956428257,1,0.524480907,264.21,5,5120201,,55,55,55b,55b,Region_5,474,5.62,2.256,8.55,411,10.15,27.05679487,6.144248366
NLA12_IN-149,7920,41.48115412,-85.34084746,254.7476961,6.4,19.9698084,279.06,4,4050001,NLA06608-4354,56,56,56a,56a,Region_5,473,6.61,0.758,8.43,51,10.279,23.97371795,6.104509804
NLA12_IN-155,8650,39.05599546,-87.14618915,3.583425647,9.4,1.050495318,162.06,5,5120202,,72,72,72b,72b,Region_5,581,3.1,0.389,8.33,13,2.443,18.85115385,6.183006536
NLA12_IN-159,7829,39.77712835,-86.53665008,5.286846482,4.6,1.28070547,277.56,5,5120201,,55,55,55b,55b,Region_5,304,6.83,1.308,8.55,148,5.329,22.70512821,6.103856209
NLA12_IN-160,7442,41.32176444,-85.76856768,12.12058285,6.4,1.320546445,253.16,5,5120106,,56,56,56a,56a,Region_5,374,8.05,0.803,8.33,17,2.507,24.77083333,6.104509804
NLA12_IN-162,8408,39.08573146,-86.05904543,5.574681425,3.8,1.1366989,192.96,5,5120206,,55,55,55d,55d,Region_5,67.8,6.81,0.529,7.18,39,3.746,21.59166667,6.103856209
NLA12_IN-163,8014,39.83839159,-86.30451512,473.5328678,9.1,29.25422688,240.67,5,5120201,,55,55,55b,55b,Region_5,500,3.98,0.998,8.14,76,2.668,21.42948718,6.103856209
NLA12_IN-164,7772,41.13163711,-86.26617418,4.458459741,8.4,0.867701398,245.85,5,5120106,,56,56,56c,56c,Region_5,219,7.75,0.65,8.09,18,2.824,18.09205128,6.119150327
NLA12_IN-166,7805,40.9751033,-87.51101929,325.0384875,2,14.45000168,200.68,7,7120002,,54,54,54d,54d,Region_5,254,12.69,1.28,8.37,112,11.939,28.09230769,6.073398693
NLA12_IN-171,8086,39.26151083,-86.11289562,9.520704013,5.8,1.687834435,217.18,5,5120208,,71,71,71c,71c,Region_5,53.2,4.9,0.34,7.16,33,11,18.21923077,6.103856209
NLA12_IN-172,7443,41.38935735,-85.83056287,73.51380345,14.6,4.459647505,252.87,4,4050001,,56,56,56a,56a,Region_5,493,4.39,1.116,8.51,11,3.479,18.78461538,6.104509804
NLA12_IN-174,8070,38.00054365,-87.34409037,38.22779306,11.8,11.3942367,118.43,5,5140201,,72,72,72c,72c,Region_5,925,3.39,0.468,8.21,17,5.207,19.57089744,6.222941176
NLA12_IN-179,7921,39.76766233,-85.75665952,5.289581836,3.1,1.07850374,257.48,5,5120204,,55,55,55b,55b,Region_5,943,4.82,6.6,8.47,962,13.734,23.68846154,6.044183007
NLA12_IN-180,8116,37.9689899,-87.76969281,6.12960706,6.4,1.273340002,129.57,5,5120113,,72,72,72c,72c,Region_5,169.9,4.56,0.618,8.14,49,5.623,24.68410256,-0.339215686
NLA12_IN-183,8438,38.73981144,-86.99601089,10.44501869,1.1,1.538782828,149.98,5,5120202,,72,72,72b,72b,Region_5,350,10.07,1.545,7.83,416,0.733,25.17641026,6.122418301
NLA12_IN-185,7984,41.32762286,-85.45633739,16.74849991,5.5,2.127232864,268.99,4,4050001,,56,56,56a,56a,Region_5,562,5.33,0.771,8.49,64,10.782,21.25897436,6.104509804
NLA12_IN-186,8100,41.72566548,-85.4639434,45.24791312,14.6,2.670447068,256.81,4,4050001,,56,56,56b,56b,Region_5,367,4.29,0.484,8.46,15,5.022,15.55,6.104509804
NLA12_IN-187,7922,41.74894691,-84.84254259,10.83780673,6.7,1.388566064,315.89,4,4100003,,55,55,55a,55a,Region_5,332,6.44,0.285,8.19,11,7.119,21.60794872,6.125620915
NLA12_IN-191,8318,38.93722484,-85.19511755,4.034012448,2.3,1.072668276,278.42,5,5090203,,55,55,55d,55d,Region_5,263,12.05,1.943,8.41,147,5.243,24.22692308,6.023137255
NLA12_IN-193,8540,39.89200512,-86.11552511,15.29819602,8.2,2.431028074,218.12,5,5120201,,55,55,55b,55b,Region_5,549,2.88,0.35,8.48,9,1.806,24.85128205,6.103856209
NLA12_IN-196,8493,41.42672638,-85.73792608,165.3987289,10,5.643792712,259.26,4,4050001,,56,56,56a,56a,Region_5,323,5.66,0.593,8.54,17,3.927,21.01807692,6.104509804
NLA12_IN-199,8549,41.63635595,-85.16723461,46.7765862,8.5,3.728348606,284.85,4,4050001,,56,56,56a,56a,Region_5,431,4.51,0.536,8.3,31,7.958,19.11153846,6.104509804
NLA12_IN-201,8651,39.17053772,-87.291179,1.586054545,8.2,0.717720375,150.21,5,5120111,,72,72,72b,72b,Region_5,424,6.68,2.59,7.68,63,9.009,16.64230769,6.183006536
NLA12_IN-202,8728,38.4641338,-85.80769688,1.903495759,2.4,0.649298567,163.73,5,5140101,,55,55,55d,55d,Region_5,207,6.49,0.955,7.9,50,7.151,18.09115385,6.023137255
NLA12_KS-101,6656,39.33209745,-97.37485967,10.23476444,1.7,1.506682015,415.33,10,10250017,NLA06608-0588,27,27,27a,27a,Region_7,169.6,7.32,2.003,8.02,801,12.799,25.2,6.393660131
NLA12_KS-101,6969,39.33209745,-97.37485967,10.23476444,1.5,1.506682015,415.33,10,10250017,NLA06608-0588,27,27,27a,27a,Region_7,185.3,7.4,2.698,8.01,820,13.981,27.55128205,6.393660131
NLA12_KS-102,6606,37.39088653,-99.78483802,127.3005653,6,9.831905268,685.82,11,11040008,NLA06608-1824,26,26,26a,26a,Region_7,615,7.62,0.885,8.45,53,3.11,22.97179487,6.686732026
NLA12_KS-103,6437,39.0001536,-95.77964833,101.946167,5.4,7.168895855,350.58,10,10270102,NLA06608-1292,40,40,40b,40b,Region_7,427,4.22,0.504,8.61,28,3.436,23.22564103,6.272156863
NLA12_KS-105,6570,37.65556473,-98.26098551,56.79395135,1.4,4.717548227,479.33,11,11030015,NLA06608-0104,27,27,27d,27d,Region_7,383,5.85,1.409,8.39,190,23.191,24.39871795,6.627320261
NLA12_KS-106,6796,37.19334598,-95.98897607,13.48185356,3,4.312828207,252.08,11,11070106,NLA06608-0488,29,29,29a,29a,Region_7,211,7.34,1.024,8.09,95,11.339,27.35641026,6.327189542
NLA12_KS-107,6830,38.12596204,-96.30955756,16.10220848,2.8,2.344276989,391.96,11,11070101,NLA06608-1256,28,28,28a,28a,Region_7,304,4.06,0.368,9.24,28,5.814,28.2974359,6.318823529
NLA12_KS-108,6404,39.63835365,-95.45681141,26.86449268,1.5,4.019917365,321.71,10,10270103,NLA06608-0140,47,47,47i,47i,Region_7,462,8.9,1.194,8.53,261,3.289,22.80769231,6.272156863
NLA12_KS-109,6421,39.34884684,-95.04339042,4.302133103,3.9,0.931324617,289.68,10,10240011,,40,40,40b,40b,Region_7,383,5.84,0.628,8.52,47,6.447,23.45641026,6.272156863
NLA12_KS-109,6722,39.34884684,-95.04339042,4.302133103,3.4,0.931324617,289.68,10,10240011,,40,40,40b,40b,Region_7,373,5.64,0.506,8.09,45,6.456,26.82820513,6.272156863
NLA12_KS-114,6243,38.50796545,-94.67326537,110.0385555,5.7,9.352800179,295.82,10,10290102,,40,40,40c,40c,Region_7,229,4.65,0.588,8.33,46,2.058,22.04102564,6.278169935
NLA12_KS-121,6851,38.46591903,-95.73481047,12.19011237,1.9,1.733290245,325.16,10,10290101,,40,40,40b,40b,Region_7,341,5.73,0.643,8.49,68,1.885,27.6474359,6.260784314
NLA12_KS-122,6927,39.499124,-98.3634546,4645.062434,13,140.9739196,443.97,10,10260015,NLA06608-3532,27,27,27b,27b,Region_7,933,6.14,0.534,8.5,60,6.41,25.86794872,6.516013072
NLA12_KS-124,6609,37.3942844,-96.84852194,20.08173323,2.3,2.653633834,397.9,11,11030018,,28,28,28a,28a,Region_7,246,4.32,0.678,8.29,103,1.246,24.6,6.342614379
NLA12_KS-125,6485,39.15644714,-94.78795224,124.5710013,15,11.10236765,251.58,10,10240011,,40,40,40b,40b,Region_7,441,3.42,0.309,8.52,16,1.555,17.88205128,6.275686275
NLA12_KS-126,6781,37.49187855,-95.07715481,2.634535372,1.6,0.629878211,276.89,11,11070205,,40,40,40b,40b,Region_7,144.2,5.98,2.13,7.92,455,10.441,29.65384615,6.327189542
NLA12_KS-130,6346,38.79840973,-94.76668793,7.185480548,2.7,1.173348387,308.62,10,10300101,,40,40,40b,40b,Region_7,280,6.61,0.968,8.64,45,5.1,25.02692308,6.278169935
NLA12_KS-138,6524,37.63437988,-97.39649824,10.80830283,4.6,1.45097512,392.44,11,11030013,,27,27,27d,27d,Region_7,674,3.29,0.329,8.61,12,1.088,25.35897436,6.449607843
NLA12_KS-R02,6456,38.12220448,-94.8915798,50.27754173,NA,6.827095521,269.91,10,10290102,NLA06608-R746,40,40,40c,40c,Region_7,262,4.14,0.65,8.52,47,4.97,24.45512821,6.278169935
NLA12_KS-R07,6584,37.10220721,-96.79578267,28.55816947,NA,4.688812053,353.39,11,11060001,NLA06608-R723,28,28,28a,28a,Region_7,285,4.29,0.775,8.33,71,13.633,25.17564103,6.342614379
NLA12_KS-R08,6564,38.79133099,-95.97942873,10.94023339,NA,2.23440972,346.43,10,10290101,NLA06608-R728,40,40,40b,40b,Region_7,295,4.78,0.606,8.57,37,4.073,23.4025641,6.260784314
NLA12_KS-R11,6613,37.23385644,-96.18525789,173.9722505,NA,18.0242638,266.84,11,11070106,NLA06608-R764,29,29,29a,29a,Region_7,223,3.96,0.328,8.29,25,5.772,25.55384615,6.342614379
NLA12_KY-101,6284,36.67911865,-83.71182785,90.55714639,24.6,10.45708467,390.75,5,5130101,NLA06608-0388,69,69,69e,69e,Region_4,33.1,1.09,0.136,7.19,16,5.914,19.75128205,5.793660131
NLA12_KY-101,6946,36.67911865,-83.71182785,90.55714639,25.4,10.45708467,390.75,5,5130101,NLA06608-0388,69,69,69e,69e,Region_4,35.2,1.35,0.07,7.28,13,6.016,16.08461538,5.793660131
NLA12_KY-102,6396,37.06736918,-87.66376146,20.41576571,5.5,3.273223792,138.38,5,5140205,NLA06608-0804,72,71,72h,71a,Region_4,161.7,3.85,0.379,8.09,25,1.869,20.68974359,-0.339215686
NLA12_KY-103,6303,38.48626189,-82.87261725,70.45611645,7.8,10.58987903,182.27,5,5090104,NLA06608-0447,70,70,70f,70f,Region_4,82.3,2.25,0.166,7.46,22,6.829,22.75897436,5.749346405
NLA12_KY-104,6345,36.50433221,-89.33692644,7.434819774,1.1,1.778341669,86.87,8,8010202,,73,73,73a,73a,Region_4,310,17.83,2.498,7.9,483,1.427,26.10128205,6.264379085
NLA12_KY-107,6285,37.69858857,-84.22950013,50.06446701,8.7,7.750053659,274.92,5,5100205,NLA06608-1796,71,71,71d,71d,Region_4,218,3.64,0.823,8.96,50,1.489,18.05,5.828954248
NLA12_KY-107,6939,37.69858857,-84.22950013,50.06446701,3.6,7.750053659,274.92,5,5100205,NLA06608-1796,71,71,71d,71d,Region_4,249,3.67,0.486,8.5,44,6.035,26.96538462,5.828954248
NLA12_KY-114,6411,37.33610144,-86.15640465,2204.701389,16,232.08071,156.97,5,5110001,NLA06608-4463,71,72,71a,72h,Region_4,256,2.25,1.373,8.41,25,2.356,19.55769231,6.122941176
NLA12_KY-116,6945,37.35169484,-87.52614577,151.083712,5.6,8.668768544,131.67,5,5140205,NLA06608-4156,72,72,72c,72c,Region_4,250,3.29,0.415,8.84,26,4.157,28.46153846,-0.339215686
NLA12_KY-117,6428,38.2111868,-85.40376582,1.880156679,5.1,0.623515695,209.23,5,5140102,,71,71,71d,71d,Region_4,247,4.39,0.775,8.11,75,3.817,17.95128205,6.023137255
NLA12_KY-120,6373,36.87545566,-88.49023699,16.18263377,1.6,2.129295979,119.52,6,6040006,,74,74,74b,74b,Region_4,85,5.29,1.254,7.56,158,20.298,28.3,6.167777778
NLA12_KY-122,6374,38.20711945,-85.14063673,156.2603558,8.2,26.58797655,222.96,5,5140102,,71,71,71d,71d,Region_4,234,2.99,1.03,8.21,95,1.711,17.13846154,6.023137255
NLA12_LA-101,6572,31.66739711,-91.50773471,460.2092131,4,30.1084479,15.17,8,8040306,NLA06608-0071,73,73,73k,73k,Region_6,245,5.87,1.453,8.54,361,15.227,28.8025641,6.016535948
NLA12_LA-101,6866,31.66739711,-91.50773471,460.2092131,3.8,30.1084479,15.17,8,8040306,NLA06608-0071,73,73,73k,73k,Region_6,250,6.07,1.278,8.93,401,16.183,30.47179487,6.016535948
NLA12_LA-102,6628,31.3826592,-92.72750943,1181.521367,4.2,56.01573543,30.36,11,11140207,NLA06608-4686,35,35,35e,35e,Region_6,213,7.48,0.538,7.72,112,20.886,30.35,5.987712418
NLA12_LA-103,6661,30.53687948,-92.44030014,36.97062076,2.4,3.436463979,12.19,8,8080201,NLA06608-3911,34,34,34c,34c,Region_6,143.6,5.17,0.708,7.66,215,16.657,29.19358974,5.816732026
NLA12_LA-104,6718,32.33548183,-93.42201588,6276.012165,3.5,154.1644307,42.57,11,11140203,NLA06608-1608,35,35,35c,35c,Region_6,102.6,16.11,0.691,7.63,66,5.285,28.99487179,6.141372549
NLA12_LA-105,6643,31.31650271,-92.73712184,652.3204489,2,36.58470948,30.12,11,11140207,NLA06608-2823,35,35,35e,35e,Region_6,62.9,5.85,0.358,7.47,68,16.827,29.36923077,5.987712418
NLA12_LA-106,6754,32.71181859,-91.70543665,50.1152865,2.5,6.9286526,26.76,8,8050001,NLA06608-2092,73,73,73h,73h,Region_6,56.2,10.58,1.694,7.73,109,2.633,30.13717949,6.13254902
NLA12_LA-109,6755,31.91895699,-91.22708935,33.8466449,1.6,4.125765532,16.98,8,8060100,,73,73,73a,73a,Region_6,429,5.18,1.38,8.52,397,19.181,32.39358974,6.016535948
NLA12_LA-134,6603,29.87714604,-92.79850122,16236.20987,2.6,110.1784399,0,8,8080202,,34,34,34g,34g,Region_6,868,7.45,0.795,7.93,198,10.214,28.6474359,6.179019608
NLA12_LA-134,6856,29.87714604,-92.79850122,16236.20987,3.3,110.1784399,0,8,8080202,,34,34,34g,34g,Region_6,1937,7.72,0.7,8.11,108,7.503,30.90769231,6.179019608
NLA12_LA-141,6797,31.27688512,-91.63026546,23.26697468,1,3.182579401,10.69,8,8060100,,73,73,73k,73k,Region_6,370,15.46,9.5,8.59,3085,18.973,35.5,6.016535948
NLA12_LA-152,6662,30.8320389,-92.48221774,149.7906972,3.4,12.41428016,29.46,8,8080201,,35,35,35f,35f,Region_6,39.6,8.56,0.708,7.3,45,2.232,28.62051282,5.816732026
NLA12_LA-154,6723,32.35170266,-93.76873875,5.391149697,1.1,1.4607348,43.21,11,11140206,,35,35,35c,35c,Region_6,102.5,14.75,6.544,6.69,1054,2.178,28.71153846,6.141372549
NLA12_LA-155,6724,32.58069163,-93.2587742,4.504617221,3,1.01424586,75.9,11,11140203,,35,35,35c,35c,Region_6,68.4,5.42,0.353,6.66,23,1.831,31.30641026,6.141372549
NLA12_LA-161,6644,31.49306187,-92.68523484,27.34948818,5.9,5.105018707,23.19,11,11140207,,35,35,35g,35g,Region_6,325,5.78,0.615,8.31,55,4.963,26.58589744,5.987712418
NLA12_LA-172,6918,30.42278073,-91.16499276,17.39467541,1,2.53880747,8.09,8,8070202,,74,74,74d,74d,Region_6,132.4,5.75,1.948,9.14,427,7.093,34.7974359,5.753986928
NLA12_MA-101,8436,41.75998432,-70.65598838,15.24574108,4.6,1.555735144,1.75,1,1090002,NLA06608-0710,84,84,84a,84a,Region_1,200,2.41,0.224,6.98,36,6.462,22.07435897,-7.283202614
NLA12_MA-101,8672,41.75998432,-70.65598838,15.24574108,4.3,1.555735144,1.75,1,1090002,NLA06608-0710,84,84,84a,84a,Region_1,207,2.3,0.205,6.78,32,6.253,19.9,-7.283202614
NLA12_MA-102,8494,41.98955896,-71.20506636,202.4299208,2,12.3699542,30.85,1,1090004,NLA06608-0454,59,59,59e,59e,Region_1,372,3.98,0.388,7.3,14,0.69,21.30512821,-7.434640523
NLA12_MA-103,8613,42.31302099,-73.13713927,58.46346487,3,5.075888956,536.84,1,1080206,NLA06608-0357,58,58,58c,58c,Region_1,27.7,5.25,0.395,6.68,15,0.357,17.9525641,-7.593921569
NLA12_MA-104,8497,42.69394175,-71.37031557,66.35108379,7.8,5.209021211,45.85,1,1070006,NLA06608-0610,59,59,59h,59h,Region_1,293,4.29,0.739,7.66,25,0.248,22.54487179,-7.656013072
NLA12_MA-105,8437,42.64690672,-72.21849668,138.408573,6.5,16.01302069,195.05,1,1080202,,58,58,58g,58g,Region_1,43.4,5.42,0.325,6.74,24,1.188,19.1025641,-7.651437908
NLA12_MA-105,8652,42.64690672,-72.21849668,138.408573,7,16.01302069,195.05,1,1080202,,58,58,58g,58g,Region_1,44.6,5.14,0.353,6.68,21,1.829,16.34102564,-7.651437908
NLA12_MA-106,8555,42.25891476,-71.93931,25.73375839,4.2,2.841519794,301.88,1,1080204,,59,59,59b,59b,Region_1,36.4,2.91,0.278,7.1,13,1.347,21.83717949,-7.656013072
NLA12_MA-108,8457,42.02607407,-70.88609036,4.21272213,1.5,0.99983937,18.75,1,1090004,,59,59,59e,59e,Region_1,107.6,3.93,0.474,6.73,48,3.686,22.2,-7.331372549
NLA12_MA-109,8590,42.14480404,-72.5129138,11.43422349,10.4,1.563511185,62.57,1,1080204,,59,59,59a,59a,Region_1,124.7,2.63,0.261,7.26,7,0.623,19.04358974,-7.651437908
NLA12_MA-110,8599,42.30567112,-72.83293844,47.74847149,13.8,3.063454403,336.92,1,1080206,,58,58,58e,58e,Region_1,37.7,2.5,0.238,7.01,13,1.534,16.58333333,-7.651437908
NLA12_MA-111,8443,41.81248656,-70.63822658,10.84372116,3.5,1.9195869,13.74,1,1090002,,84,84,84a,84a,Region_1,48.7,1.5,0.224,6.71,29,3.824,21.94871795,-7.283202614
NLA12_MD-101,6968,39.70336556,-78.6529137,85.66903349,11.6,7.640168712,380.07,2,2070002,NLA06608-1538,67,67,67a,67a,Region_3,92.5,3.39,0.218,7.88,6,1.158,17.78461538,-0.860457516
NLA12_MD-101,8285,39.70336556,-78.6529137,85.66903349,10.9,7.640168712,380.07,2,2070002,NLA06608-1538,67,67,67a,67a,Region_3,94.8,3.23,0.231,7.94,4,1.772,18.53076923,-0.860457516
NLA12_MD-102,6777,39.2161943,-76.85372655,12.71046189,1.2,2.148415986,90.62,2,2060006,NLA06608-1821,64,64,64c,64c,Region_3,311,4.25,0.89,7.84,81,3.222,28.04615385,-7.344901961
NLA12_MD-103,7298,39.68564758,-79.23041764,12.75269087,3.1,1.873362385,779.28,5,5020006,NLA06608-2114,69,69,69a,69a,Region_3,610,1.9,0.271,7.4,5,2.759,23.9474359,-0.896601307
NLA12_MD-104,7955,38.37558017,-75.60016513,52.58747903,1.6,8.000661624,2.91,2,2060007,NLA06608-1389,63,63,63f,63f,Region_3,150.1,3.46,2.343,9.13,165,22.267,27.49102564,-7.152091503
NLA12_MD-105,6905,38.42355954,-75.56048462,20.6297774,1.8,4.247705615,10.81,2,2060007,,63,63,63f,63f,Region_3,96.2,5.31,0.611,7.62,77,7.891,26.1,-7.152091503
NLA12_MD-105,7983,38.42355954,-75.56048462,20.6297774,1.6,4.247705615,10.81,2,2060007,,63,63,63f,63f,Region_3,98.4,5.45,0.871,7.56,91,20.246,27.5474359,-7.152091503
NLA12_MD-108,7558,39.13192095,-77.1313764,77.27868199,2.5,8.410327081,101.6,2,2070010,NLA06608-3613,64,64,64c,64c,Region_3,162.2,3.78,0.57,9.76,42,9.522,27.60384615,-7.312352941
NLA12_MD-115,7219,38.32546039,-76.43280178,1.236693738,1.2,0.465807958,2.05,2,2060006,,63,63,63b,63b,Region_3,1589,8.04,1.548,7.89,87,14.665,29.25128205,-7.044117647
NLA12_MD-118,7527,39.24393515,-75.8567384,21.09182722,0.9,2.864234526,8.69,2,2060002,,63,63,63f,63f,Region_3,165.8,2.03,5.8,7.35,50,12.767,26.6,-7.392287582
NLA12_ME-101,7773,44.87942422,-68.22634141,103.9488395,3.3,6.052488273,98.23,1,1050002,NLA06608-1558,82,82,82c,82c,Region_1,20.4,3.1,0.2,7.2,4,1.1,25.38333333,-7.695424837
NLA12_ME-101,8473,44.87942422,-68.22634141,103.9488395,3,6.052488273,98.23,1,1050002,NLA06608-1558,82,82,82c,82c,Region_1,24,4.2,0.3,7,6,4.6,20.2,-7.695424837
NLA12_ME-102,7917,45.63439161,-70.36642133,282.8830619,25,10.73532486,378.84,1,1030001,NLA06608-0918,58,58,58m,58m,Region_1,32,6.2,0.3,7.5,8,2.5,14.80769231,-7.821372549
NLA12_ME-103,7597,45.33651721,-70.66750065,272.7762509,27.3,23.28124731,385.45,1,1030002,NLA06608-1174,58,58,58m,58m,Region_1,42.7,4.9,0.3,7.5,6,3.8,13.65641026,-7.821372549
NLA12_ME-104,8128,46.37254151,-69.22930798,104.3875226,2.3,11.14440316,307.8,1,1010002,NLA06608-0913,58,58,58u,58u,Region_1,91.1,8.8,0.6,8.7,12,3.9,23.38076923,-8.020392157
NLA12_ME-105,8142,46.16781234,-69.00231021,47.27535221,2.2,3.340424941,271.91,1,1020002,NLA06608-0657,58,58,58v,58v,Region_1,35.9,6.7,0.6,7.5,13,1.6,23.20384615,-8.020392157
NLA12_ME-106,7570,44.5061147,-70.72230229,51.55268124,32,3.989093651,330.37,1,1040002,NLA06608-0102,58,58,58p,58p,Region_1,19,4,0.3,7.3,6,2.7,11.78333333,-7.838169935
NLA12_ME-107,8185,44.76671955,-67.69865499,83.44653561,13.5,7.084782016,69.91,1,1050002,NLA06608-0914,82,82,82g,82g,Region_1,20.7,3.1,0.2,6.8,4,1.4,17.42307692,-7.697058824
NLA12_ME-108,8407,47.17249324,-68.24525882,2677.178363,31,53.32502067,177.26,1,1010003,NLA06608-0401,82,82,82b,82b,Region_1,85.4,3.7,0.3,8.1,9,1.1,15.26025641,-8.046601307
NLA12_ME-109,7463,44.85554819,-69.23749986,1887.921208,16.5,46.67428231,60.78,1,1030003,NLA06608-0150,82,82,82e,82e,Region_1,115,4.9,0.4,8,15,0.5,17.87435897,-7.904705882
NLA12_ME-110,7534,44.0417217,-70.52594229,537.0273064,18,14.10139974,129.68,1,1060001,NLA06608-1238,58,58,58r,58r,Region_1,54.8,2.4,0.2,7.3,6,1.1,18.43658537,-7.838169935
NLA12_ME-113,8598,45.28593111,-68.89350155,4.39936651,1.8,0.820081066,111.42,1,1020004,,82,82,82d,82d,Region_1,13.4,9.3,0.1,5.9,22,1.84,20.12051282,-8.049673203
NLA12_ME-114,7314,44.52528541,-69.98649383,161.622639,23.2,12.05775178,105.04,1,1040002,,82,82,82e,82e,Region_1,52,3.8,0.3,7.6,6,3.74,13.59871795,-7.904705882
NLA12_ME-115,8314,45.77842979,-69.12446592,3.390103339,4.8,0.903905258,340.18,1,1020001,,58,58,58m,58m,Region_1,20.8,6.2,0.4,7,9,2,15.45897436,-8.049673203
NLA12_ME-116,7923,45.50588593,-69.95373547,13.65672865,3,1.812984604,403.14,1,1030001,,58,58,58m,58m,Region_1,22.5,4.8,0.4,7,13,4.3,22.88684211,-8.049673203
NLA12_ME-118,8015,44.21313172,-69.52650339,29.69501857,8.7,3.086700977,54.08,1,1050003,,82,82,82e,82e,Region_1,39.1,3.7,0.3,7.2,11,1.4,18.01923077,-7.904705882
NLA12_ME-120,7819,45.33344114,-69.26658734,22.7184264,5.7,2.929753632,186.94,1,1020004,,82,82,82d,82d,Region_1,19.2,6.7,0.4,7,10,2.2,20.10897436,-8.049673203
NLA12_ME-121,7650,43.84598141,-70.89131484,20.57426252,12.1,2.058793348,117.13,1,1060002,,58,58,58r,58r,Region_1,40.7,2.7,0.3,7.2,11,4,16.15,-7.542026144
NLA12_ME-122,8154,44.78163002,-67.20470823,130.3503971,5,20.19940667,22.95,1,1050002,,82,82,82g,82g,Region_1,46,6.4,0.5,7,11,3.2,20.48,-7.697058824
NLA12_ME-126,7774,44.87076276,-67.58003846,11.03774624,4.8,1.8555261,60.31,1,1050002,,82,82,82c,82c,Region_1,24,4.4,0.3,7.1,5,4.1,23.50384615,-7.697058824
NLA12_ME-126,8253,44.87076276,-67.58003846,11.03774624,4.7,1.8555261,60.31,1,1050002,,82,82,82c,82c,Region_1,20.4,3.3,0.2,7.1,4,1.1,23.36410256,-7.697058824
NLA12_ME-129,8013,45.44708588,-68.1886754,15.42393703,2.9,2.128940369,114.41,1,1020003,,82,82,82c,82c,Region_1,63.6,6.8,0.4,7.7,13,2.2,23.16282051,-8.049673203
NLA12_ME-130,7706,44.4160406,-70.26430126,7.822505529,5.1,1.334754662,233.06,1,1040002,,58,58,58s,58s,Region_1,15.4,4.6,0.3,6.7,7,1.1,19.97820513,-7.838169935
NLA12_ME-134,7420,44.43398548,-69.38994854,2.075856036,3,0.580286159,200.68,1,1050003,,82,82,82e,82e,Region_1,66,4.1,0.3,8.1,10,1.3,24.95897436,-7.904705882
NLA12_ME-135,8363,46.03358616,-68.06506684,162.4682572,4.7,7.454977598,189.82,1,1020003,,82,82,82c,82c,Region_1,27.6,4.5,0.3,7.4,9,1.7,20.7025641,-8.020392157
NLA12_ME-137,8489,43.76837527,-70.60856237,18.17223725,5.6,2.866291676,93.11,1,1060002,,59,59,59h,59h,Region_1,36.6,6.6,0.4,6.6,16,3.57,15.32307692,-7.542026144
NLA12_ME-R02,7390,44.40802473,-68.26846793,7.388289717,NA,1.476294041,42.81,1,1050002,NLA06608-ACAD_LAKES_0435,82,82,82g,82g,Region_1,24.4,2.68,0.205,6.76,13,3.54,24.70128205,-7.695424837
NLA12_ME-R03,7474,45.65308983,-69.92693773,16.37776262,NA,2.066630214,330.66,1,1030001,NLA06608-ELS:1C3-003,58,58,58u,58u,Region_1,15.38,7.08,0.239,6.86,12,0.404,22.64358974,-8.049673203
NLA12_ME-R06,7430,46.94446563,-68.87102341,12.06401995,NA,1.285735838,390.6,1,1010003,NLA06608-ELS:1E3-012,58,58,58v,58v,Region_1,52,2.1,0.18,7.55,9,3.197,21.34102564,-8.020392157
NLA12_ME-R07,7941,46.35302208,-69.0573662,38.99325929,NA,2.773735367,343.61,1,1010004,NLA06608-EMAP:ME254L,58,58,58v,58v,Region_1,45.3,4.12,0.22,7.57,9,3.063,18.69615385,-8.020392157
NLA12_ME-R08,7389,45.34667189,-67.91202186,625.5059963,NA,17.65294441,97.04,1,1050001,NLA06608-EMAP:ME518L,82,82,82c,82c,Region_1,22.6,3.97,0.23,7.09,10,3.827,17.16410256,-8.094444444
NLA12_ME-R10,7431,46.96580352,-68.85604358,102.9839841,NA,5.948079061,344.87,1,1010003,NLA06608-NELP-0955,58,58,58v,58v,Region_1,45.7,2.84,0.153,7.29,10,4.105,15.93589744,-8.020392157
NLA12_ME-R11,7297,44.36838057,-69.11599687,144.5623426,NA,6.296272242,69.58,1,1050002,NLA06608-NELP-1041,82,82,82f,82f,Region_1,36.7,6.41,0.329,7.09,17,3.307,25.88461538,-7.904705882
NLA12_ME-R15,7429,45.7539699,-69.07586512,87.42518393,NA,4.811168778,193.05,1,1020001,NLA06608-NELP-3586,58,58,58m,58m,Region_1,19.11,3.74,0.145,7.14,12,5.536,9.066666667,-8.049673203
NLA12_MI-101,7103,43.21860654,-85.46809659,20.59036148,6.6,1.989710514,224.37,4,4050006,NLA06608-0234,56,56,56g,56g,Region_5,274,6.2,0.604,8.58,15,0.76,28.53076923,5.926405229
